Search rep 1 (of 5)
random seed = 852004
gen	best_like	time	optPrecision
4890	-13315.79485	60	0.01
4900	-13315.79485	60	0.01
4910	-13315.79485	60	0.01
4920	-13315.79485	60	0.01
4930	-13315.79485	60	0.01
4940	-13315.79485	60	0.01
4950	-13315.79457	61	0.01
4960	-13315.79455	61	0.01
4970	-13315.79455	61	0.01
4980	-13315.79186	61	0.01
4990	-13315.79186	61	0.01
5000	-13315.79186	61	0.01
5010	-13315.79186	61	0.01
5020	-13315.79186	62	0.01
5030	-13315.79186	62	0.01
5040	-13315.79186	62	0.01
5050	-13315.79156	62	0.01
5060	-13315.79109	62	0.01
5070	-13315.79109	62	0.01
5080	-13315.79109	62	0.01
5090	-13315.79109	63	0.01
5100	-13315.79109	63	0.01
5110	-13315.79109	63	0.01
5120	-13315.79109	63	0.01
5130	-13315.79109	63	0.01
5140	-13315.79109	63	0.01
5150	-13315.79109	63	0.01
5160	-13315.79109	63	0.01
5170	-13315.79109	64	0.01
5180	-13315.79109	64	0.01
5190	-13315.79109	64	0.01
5200	-13315.79109	64	0.01
5210	-13315.79109	64	0.01
5220	-13315.79109	64	0.01
5230	-13315.79109	65	0.01
5240	-13315.79109	65	0.01
5250	-13315.79109	65	0.01
5260	-13315.79109	65	0.01
5270	-13315.79063	65	0.01
5280	-13315.79063	65	0.01
5290	-13315.79063	65	0.01
5300	-13315.79063	66	0.01
5310	-13315.79063	66	0.01
5320	-13315.79063	66	0.01
5330	-13315.79063	66	0.01
5340	-13315.79063	66	0.01
5350	-13315.79063	66	0.01
5360	-13315.79063	66	0.01
5370	-13315.79063	67	0.01
5380	-13315.79063	67	0.01
5390	-13315.79063	67	0.01
5400	-13315.79063	67	0.01
5410	-13315.79063	67	0.01
5420	-13315.79063	67	0.01
5430	-13315.79032	67	0.01
5440	-13315.79032	67	0.01
5450	-13315.79032	68	0.01
5460	-13315.79032	68	0.01
5470	-13315.79032	68	0.01
5480	-13315.79032	68	0.01
5490	-13315.79032	68	0.01
5500	-13315.79032	68	0.01
5510	-13315.79032	68	0.01
5520	-13315.79032	69	0.01
5530	-13315.79032	69	0.01
5540	-13315.79032	69	0.01
5550	-13315.79032	69	0.01
5560	-13315.79032	69	0.01
5570	-13315.79032	69	0.01
5580	-13315.79032	69	0.01
5590	-13315.79032	69	0.01
5600	-13315.78988	70	0.01
5610	-13315.78988	70	0.01
5620	-13315.78988	70	0.01
5630	-13315.78859	70	0.01
5640	-13315.78833	70	0.01
5650	-13315.78833	70	0.01
5660	-13315.78833	70	0.01
5670	-13315.78833	70	0.01
5680	-13315.78833	71	0.01
5690	-13315.78833	71	0.01
5700	-13315.78833	71	0.01
5710	-13315.78833	71	0.01
5720	-13315.78833	71	0.01
5730	-13315.78833	71	0.01
5740	-13315.78833	71	0.01
5750	-13315.78799	72	0.01
5760	-13315.78799	72	0.01
5770	-13315.78799	72	0.01
5780	-13315.78799	72	0.01
5790	-13315.78799	72	0.01
5800	-13315.78799	72	0.01
5810	-13315.78799	72	0.01
5820	-13315.78799	73	0.01
5830	-13315.78799	73	0.01
5840	-13315.78799	73	0.01
5850	-13315.78799	73	0.01
5860	-13315.78799	73	0.01
5870	-13315.78799	73	0.01
5880	-13315.78799	73	0.01
5890	-13315.78781	73	0.01
5900	-13315.7876	74	0.01
5910	-13315.7876	74	0.01
5920	-13315.7876	74	0.01
5930	-13315.7876	74	0.01
5940	-13315.78729	74	0.01
5950	-13315.78729	74	0.01
5960	-13315.78729	74	0.01
5970	-13315.78729	74	0.01
5980	-13315.78729	75	0.01
5990	-13315.78729	75	0.01
6000	-13315.78729	75	0.01
6010	-13315.78729	75	0.01
6020	-13315.78729	75	0.01
6030	-13315.78729	75	0.01
6040	-13315.78729	75	0.01
6050	-13315.78729	76	0.01
6060	-13315.78729	76	0.01
6070	-13315.78729	76	0.01
6080	-13315.78729	76	0.01
6090	-13315.78729	76	0.01
6100	-13315.78729	76	0.01
6110	-13315.78729	76	0.01
6120	-13315.78729	77	0.01
6130	-13315.78729	77	0.01
6140	-13315.78729	77	0.01
6150	-13315.78728	77	0.01
6160	-13315.78728	77	0.01
6170	-13315.78728	77	0.01
6180	-13315.78728	77	0.01
6190	-13315.78728	78	0.01
6200	-13315.78699	78	0.01
6210	-13315.78699	78	0.01
6220	-13315.78699	78	0.01
6230	-13315.78664	78	0.01
6240	-13315.78664	78	0.01
6250	-13315.78662	78	0.01
6260	-13315.78662	78	0.01
6270	-13315.78662	79	0.01
6280	-13315.78662	79	0.01
6290	-13315.78632	79	0.01
6300	-13315.78632	79	0.01
6310	-13315.78632	79	0.01
6320	-13315.78632	79	0.01
6330	-13315.78632	79	0.01
6340	-13315.78632	80	0.01
6350	-13315.78632	80	0.01
6360	-13315.78632	80	0.01
6370	-13315.78508	80	0.01
6380	-13315.78508	80	0.01
6390	-13315.78508	80	0.01
6400	-13315.78508	80	0.01
6410	-13315.7847	81	0.01
6420	-13315.7847	81	0.01
6430	-13315.7847	81	0.01
6440	-13315.78462	81	0.01
6450	-13315.78462	81	0.01
6460	-13315.78462	81	0.01
6470	-13315.78462	81	0.01
6480	-13315.78462	82	0.01
6490	-13315.78462	82	0.01
6500	-13315.78462	82	0.01
6510	-13315.78462	82	0.01
6520	-13315.78462	82	0.01
6530	-13315.78462	82	0.01
6540	-13315.78462	82	0.01
6550	-13315.78462	82	0.01
6560	-13315.78462	83	0.01
6570	-13315.78462	83	0.01
6580	-13315.78462	83	0.01
6590	-13315.78462	83	0.01
6600	-13315.78462	83	0.01
6610	-13315.78462	83	0.01
6620	-13315.78462	83	0.01
6630	-13315.78462	84	0.01
6640	-13315.78462	84	0.01
6650	-13315.78462	84	0.01
6660	-13315.78462	84	0.01
6670	-13315.78462	84	0.01
6680	-13315.78462	84	0.01
6690	-13315.78462	84	0.01
6700	-13315.78462	85	0.01
6710	-13315.78462	85	0.01
6720	-13315.78462	85	0.01
6730	-13315.78462	85	0.01
6740	-13315.78462	85	0.01
6750	-13315.78462	85	0.01
6760	-13315.78462	85	0.01
6770	-13315.78462	85	0.01
6780	-13315.78462	86	0.01
6790	-13315.78462	86	0.01
6800	-13315.78462	86	0.01
6810	-13315.78462	86	0.01
6820	-13315.78444	86	0.01
6830	-13315.78444	86	0.01
6840	-13315.78444	86	0.01
6850	-13315.78444	87	0.01
6860	-13315.78443	87	0.01
6870	-13315.78443	87	0.01
6880	-13315.78443	87	0.01
6890	-13315.78443	87	0.01
6900	-13315.78443	87	0.01
6910	-13315.78443	88	0.01
6920	-13315.78443	88	0.01
6930	-13315.78385	88	0.01
6940	-13315.78385	88	0.01
6950	-13315.78385	88	0.01
6960	-13315.78385	88	0.01
6970	-13315.78385	88	0.01
6980	-13315.78385	89	0.01
6990	-13315.78376	89	0.01
7000	-13315.78376	89	0.01
7010	-13315.78376	89	0.01
7020	-13315.78376	89	0.01
7030	-13315.78376	89	0.01
7040	-13315.78376	89	0.01
7050	-13315.78376	90	0.01
7060	-13315.78376	90	0.01
7070	-13315.78376	90	0.01
7080	-13315.78376	90	0.01
7090	-13315.78376	90	0.01
7100	-13315.78374	90	0.01
7110	-13315.78374	90	0.01
7120	-13315.78374	91	0.01
7130	-13315.78374	91	0.01
7140	-13315.78374	91	0.01
7150	-13315.78374	91	0.01
7160	-13315.78374	91	0.01
7170	-13315.78374	91	0.01
7180	-13315.78374	91	0.01
7190	-13315.78374	92	0.01
7200	-13315.78374	92	0.01
7210	-13315.78374	92	0.01
7220	-13315.78374	92	0.01
7230	-13315.78374	92	0.01
7240	-13315.78374	92	0.01
7250	-13315.78374	93	0.01
7260	-13315.78374	93	0.01
7270	-13315.78374	93	0.01
7280	-13315.78374	93	0.01
7290	-13315.78374	93	0.01
7300	-13315.78374	93	0.01
7310	-13315.78374	93	0.01
7320	-13315.78374	93	0.01
7330	-13315.78374	94	0.01
7340	-13315.78374	94	0.01
7350	-13315.78374	94	0.01
7360	-13315.78374	94	0.01
7370	-13315.78374	94	0.01
7380	-13315.78374	94	0.01
7390	-13315.78374	95	0.01
7400	-13315.78374	95	0.01
7410	-13315.78374	95	0.01
7420	-13315.78374	95	0.01
7430	-13315.78374	95	0.01
7440	-13315.78374	95	0.01
7450	-13315.78374	95	0.01
7460	-13315.78374	96	0.01
7470	-13315.78374	96	0.01
7480	-13315.78374	96	0.01
7490	-13315.78374	96	0.01
7500	-13315.78374	96	0.01
7510	-13315.78374	96	0.01
7520	-13315.78374	96	0.01
7530	-13315.78374	96	0.01
7540	-13315.78374	97	0.01
7550	-13315.78374	97	0.01
7560	-13315.78374	97	0.01
7570	-13315.78374	97	0.01
7580	-13315.78374	97	0.01
7590	-13315.78374	97	0.01
7600	-13315.78374	97	0.01
7610	-13315.78374	98	0.01
7620	-13315.78374	98	0.01
7630	-13315.78374	98	0.01
7640	-13315.78374	98	0.01
7650	-13315.78374	98	0.01
7660	-13315.78329	98	0.01
7670	-13315.78329	98	0.01
7680	-13315.78329	98	0.01
7690	-13315.78327	99	0.01
7700	-13315.78327	99	0.01
Score after final optimization: -13315.77213
Final	-13315.77213	102	0.01
Search rep 2 (of 5)
random seed = 1163395386
gen	best_like	time	optPrecision
0	-13348.82185	103	0.5
10	-13319.8483	103	0.5
20	-13319.57921	104	0.5
30	-13319.53859	104	0.5
40	-13319.42017	104	0.5
50	-13319.21279	104	0.5
60	-13319.20966	104	0.5
70	-13319.20966	104	0.5
80	-13319.11572	104	0.5
90	-13319.11198	104	0.5
100	-13319.10226	104	0.5
110	-13318.98462	104	0.5
120	-13318.98462	105	0.5
130	-13318.86383	105	0.5
140	-13318.86383	105	0.5
150	-13318.66867	105	0.5
160	-13318.66867	105	0.5
170	-13318.62358	105	0.5
180	-13318.56492	105	0.5
190	-13318.56143	105	0.5
200	-13318.53644	105	0.5
210	-13318.34236	105	0.5
220	-13317.90712	106	0.5
230	-13317.80359	106	0.5
240	-13317.7967	106	0.5
250	-13317.75861	106	0.5
260	-13317.75861	106	0.5
270	-13317.75861	106	0.5
280	-13317.67583	106	0.5
290	-13317.61521	106	0.5
300	-13317.61521	106	0.5
310	-13317.61521	106	0.5
320	-13317.60652	107	0.5
330	-13317.60589	107	0.5
340	-13317.60425	107	0.5
350	-13317.5982	107	0.5
360	-13317.58768	107	0.5
370	-13317.58768	107	0.5
380	-13317.58768	107	0.5
390	-13317.58768	107	0.5
400	-13317.57903	107	0.5
410	-13317.57853	108	0.5
420	-13317.52186	108	0.5
430	-13317.52186	108	0.5
440	-13317.49657	108	0.5
450	-13317.49657	108	0.5
460	-13317.46735	108	0.5
470	-13317.46537	108	0.5
480	-13317.41746	108	0.5
490	-13317.41746	108	0.5
500	-13317.41746	109	0.5
510	-13317.41746	109	0.5
520	-13317.41746	109	0.5
530	-13317.41565	109	0.5
540	-13317.4126	109	0.5
550	-13317.39076	109	0.5
560	-13317.39076	109	0.5
570	-13317.39076	109	0.5
580	-13317.38936	109	0.5
590	-13317.38936	109	0.5
600	-13317.38936	110	0.5
610	-13316.73215	110	0.402
620	-13316.72441	110	0.402
630	-13316.72153	110	0.402
640	-13316.68597	110	0.402
650	-13316.64244	110	0.402
660	-13316.64149	110	0.402
670	-13316.64149	110	0.402
680	-13316.61078	110	0.402
690	-13316.53917	110	0.402
700	-13316.53917	111	0.402
710	-13316.53702	111	0.402
720	-13316.52312	111	0.402
730	-13316.5209	111	0.402
740	-13316.5209	111	0.402
750	-13316.5209	111	0.402
760	-13316.49329	111	0.402
770	-13316.47786	111	0.402
780	-13316.38914	111	0.402
790	-13316.38914	111	0.402
800	-13316.38914	111	0.402
810	-13316.36233	111	0.402
820	-13316.35892	112	0.402
830	-13316.35652	112	0.402
840	-13316.35652	112	0.402
850	-13316.35554	112	0.402
860	-13316.33649	112	0.402
870	-13316.33649	112	0.402
880	-13316.33518	112	0.402
890	-13316.33144	112	0.402
900	-13316.31814	112	0.402
910	-13316.30738	112	0.402
920	-13316.30706	112	0.402
930	-13316.30706	112	0.402
940	-13316.29971	113	0.402
950	-13316.23186	113	0.402
960	-13316.23186	113	0.402
970	-13316.22679	113	0.402
980	-13316.22679	113	0.402
990	-13316.18818	113	0.402
1000	-13316.18412	113	0.402
1010	-13316.1831	113	0.402
1020	-13316.17432	113	0.402
1030	-13316.17432	113	0.402
1040	-13316.17276	113	0.402
1050	-13316.17115	114	0.402
1060	-13316.17061	114	0.402
